C 128 128 128 512 512 512
S 186 95 165 548 59 547 56
S 186 95 165 548 59 544 57
S 186 95 165 549 63 545 62
S 186 95 165 555 64 555 59
S 186 95 165 555 64 555 57
S 186 95 165 555 57 555 53
S 186 95 165 555 64 551 59
S 186 95 165 555 64 549 59
S 186 95 165 549 59 542 60
S 186 95 165 549 59 549 54
S 186 95 165 561 71 558 65
S 186 95 165 558 65 559 60
S 186 95 165 559 60 563 58
S 186 95 165 563 58 566 57
S 186 95 165 563 58 565 58
S 186 95 165 563 58 566 58
S 186 95 165 566 58 568 57
S 186 95 165 563 58 567 58
S 186 95 165 558 65 557 61
S 186 95 165 557 61 555 60
S 186 95 165 555 60 553 59
S 186 95 165 553 59 552 57
S 186 95 165 558 65 554 62
S 186 95 165 554 62 554 58
S 186 95 165 554 58 554 54
S 186 95 165 554 54 557 51
S 186 95 165 554 58 557 55
S 186 95 165 557 55 559 54
S 186 95 165 554 62 551 62
S 186 95 165 551 62 549 62
S 186 95 165 561 71 555 68
S 186 95 165 555 68 551 69
S 186 95 165 551 69 548 68
S 186 95 165 548 68 546 67
S 186 95 165 546 67 545 65
S 186 95 165 545 65 543 64
S 186 95 165 543 64 541 63
S 186 95 165 545 65 543 64
S 186 95 165 555 68 551 69
S 186 95 165 551 69 548 70
S 186 95 165 548 70 547 72
S 186 95 165 548 70 546 70
S 186 95 165 546 70 545 70
S 186 95 165 555 68 550 65
S 186 95 165 550 65 549 62
S 186 95 165 549 62 546 61
S 186 95 165 550 65 546 63
S 186 95 165 546 63 542 62
S 186 95 165 542 62 538 60
S 186 95 165 542 62 539 61
S 186 95 165 550 65 549 61
S 186 95 165 549 61 550 58
S 186 95 165 550 58 553 56
S 186 95 165 553 56 555 56
S 186 95 165 550 58 550 56
S 186 95 165 550 56 550 54
S 186 95 165 561 71 553 64
S 186 95 165 553 64 548 61
S 186 95 165 548 61 543 61
S 186 95 165 543 61 539 60
S 186 95 165 539 60 536 59
S 186 95 165 539 60 538 58
S 186 95 165 543 61 541 59
S 186 95 165 543 61 540 61
S 186 95 165 548 61 545 60
S 186 95 165 553 64 553 55
S 186 95 165 553 55 550 51
S 186 95 165 550 51 547 48
S 186 95 165 547 48 544 46
S 186 95 165 553 55 557 52
S 186 95 165 553 55 557 51
S 186 95 165 557 51 558 47
S 186 95 165 558 47 558 44
S 186 95 165 557 51 560 51
S 186 95 165 560 51 562 49
S 186 95 165 553 64 547 60
S 186 95 165 547 60 544 54
S 186 95 165 553 64 549 59
S 186 95 165 561 71 555 76
S 186 95 165 555 76 549 75
S 186 95 165 561 71 551 71
S 186 95 165 551 71 545 72
S 186 95 165 551 71 546 67
S 186 95 165 572 73 561 64
S 186 95 165 561 64 561 53
S 186 95 165 561 53 558 45
S 186 95 165 561 53 566 49
S 186 95 165 561 64 553 57
S 186 95 165 553 57 544 55
S 186 95 165 553 57 553 51
S 186 95 165 553 51 551 45
S 186 95 165 553 57 545 54
S 186 95 165 561 64 558 53
S 186 95 165 558 53 557 44
S 186 95 165 557 44 557 37
S 186 95 165 558 53 563 45
S 186 95 165 558 53 557 46
S 186 95 165 557 46 554 42
S 186 95 165 554 42 553 39
S 186 95 165 557 46 557 40
S 186 95 165 558 53 562 43
S 186 95 165 583 92 571 84
S 186 95 165 571 84 571 73
S 186 95 165 571 73 568 66
S 186 95 165 568 66 568 62
S 186 95 165 571 84 564 81
S 186 95 165 564 81 561 78
S 186 95 165 571 84 568 77
S 186 95 165 568 77 567 71
S 186 95 165 583 92 565 97
S 186 95 165 583 92 563 90
S 186 95 165 563 90 548 82
S 186 95 165 548 82 533 79
S 186 95 165 607 93 577 80
S 186 95 165 577 80 553 69
S 186 95 165 553 69 540 63
S 186 95 165 553 69 544 48
S 186 95 165 544 48 549 29
S 186 95 165 544 48 526 44
S 186 95 165 526 44 511 46
S 186 95 165 511 46 501 47
S 186 95 165 553 69 541 62
S 186 95 165 541 62 533 51
S 186 95 165 533 51 526 44
S 186 95 165 533 51 529 43
S 186 95 165 541 62 533 57
S 186 95 165 533 57 527 59
S 186 95 165 527 59 523 58
S 186 95 165 533 57 528 52
S 186 95 165 533 57 529 53
S 186 95 165 553 69 540 62
S 186 95 165 540 62 527 60
S 186 95 165 540 62 532 57
S 186 95 165 540 62 537 53
S 186 95 165 577 80 567 61
S 186 95 165 567 61 567 49
S 186 95 165 567 49 568 41
S 186 95 165 568 41 568 34
S 186 95 165 568 34 571 28
S 186 95 165 571 28 576 28
S 186 95 165 576 28 579 27
S 186 95 165 568 34 572 29
S 186 95 165 572 29 573 24
S 186 95 165 573 24 571 19
S 186 95 165 567 49 564 39
S 186 95 165 564 39 570 32
S 186 95 165 570 32 571 27
S 186 95 165 571 27 572 22
S 186 95 165 572 22 570 18
S 186 95 165 570 32 570 24
S 186 95 165 570 24 576 21
S 186 95 165 576 21 581 22
S 186 95 165 576 21 580 16
S 186 95 165 576 21 580 16
S 186 95 165 570 32 571 26
S 186 95 165 570 32 575 30
S 186 95 165 567 49 573 44
S 186 95 165 573 44 580 45
S 186 95 165 580 45 584 49
S 186 95 165 573 44 575 39
S 186 95 165 567 61 552 55
S 186 95 165 552 55 542 62
S 186 95 165 542 62 536 69
S 186 95 165 552 55 546 48
S 186 95 165 552 55 549 41
S 186 95 165 567 61 559 54
S 186 95 165 567 61 552 55
S 186 95 165 552 55 542 46
S 186 95 165 542 46 533 43
S 186 95 165 552 55 539 55
S 186 95 165 577 80 550 88
S 186 95 165 550 88 528 100
S 186 95 165 528 100 515 101
S 186 95 165 528 100 513 95
S 186 95 165 513 95 502 94
S 186 95 165 513 95 502 95
S 186 95 165 550 88 533 92
S 186 95 165 550 88 531 86
S 186 95 165 577 80 561 79
S 186 95 165 561 79 548 78
S 186 95 165 561 79 553 79
S 186 95 165 553 79 548 82
S 186 95 165 548 82 544 81
S 186 95 165 544 81 542 82
S 186 95 165 542 82 541 82
S 186 95 165 541 82 540 81
S 186 95 165 548 82 547 88
S 186 95 165 547 88 544 94
S 186 95 165 547 88 547 92
S 186 95 165 553 79 548 79
S 186 95 165 548 79 545 78
S 186 95 165 545 78 544 76
S 186 95 165 561 79 553 67
S 186 95 165 553 67 553 55
S 186 95 165 553 67 546 67
S 186 95 165 561 79 550 79
S 186 95 165 561 79 554 75
S 186 95 165 554 75 546 75
S 186 95 165 577 80 568 55
S 186 95 165 568 55 546 49
S 186 95 165 568 55 566 32
S 186 95 165 566 32 552 19
S 186 95 165 568 55 571 41
S 186 95 165 571 41 563 32
S 186 95 165 577 80 566 56
S 186 95 165 566 56 556 36
S 186 95 165 556 36 538 28
S 186 95 165 538 28 534 12
S 186 95 165 534 12 542 1
S 186 95 165 566 56 549 40
S 186 95 165 549 40 551 20
S 186 95 165 549 40 547 20
S 186 95 165 566 56 554 42
S 186 95 165 577 80 560 70
S 186 95 165 560 70 552 63
S 186 95 165 577 80 571 65
S 186 95 165 571 65 559 61
S 186 95 165 607 93 589 88
S 186 95 165 589 88 575 84
S 186 95 165 589 88 575 81
S 186 95 165 589 88 578 79
S 186 95 165 607 93 588 111
S 186 95 165 642 98 660 63
S 186 95 165 660 63 643 33
S 186 95 165 643 33 633 33
S 186 95 165 633 33 627 29
S 186 95 165 627 29 624 26
S 186 95 165 624 26 622 22
S 186 95 165 622 22 619 20
S 186 95 165 627 29 622 27
S 186 95 165 622 27 618 27
S 186 95 165 627 29 623 27
S 186 95 165 623 27 619 27
S 186 95 165 619 27 616 24
S 186 95 165 633 33 627 30
S 186 95 165 627 30 622 30
S 186 95 165 627 30 623 29
S 186 95 165 623 29 622 27
S 186 95 165 633 33 625 33
S 186 95 165 633 33 626 30
S 186 95 165 643 33 640 24
S 186 95 165 640 24 644 18
S 186 95 165 644 18 646 18
S 186 95 165 640 24 635 19
S 186 95 165 640 24 642 17
S 186 95 165 643 33 636 16
S 186 95 165 636 16 636 16
S 186 95 165 636 16 636 16
S 186 95 165 636 16 636 16
S 186 95 165 636 16 636 16
S 186 95 165 636 16 636 16
S 186 95 165 643 33 633 41
S 186 95 165 633 41 631 52
S 186 95 165 631 52 625 55
S 186 95 165 631 52 623 56
S 186 95 165 623 56 615 58
S 186 95 165 631 52 632 60
S 186 95 165 631 52 624 56
S 186 95 165 633 41 626 41
S 186 95 165 633 41 628 48
S 186 95 165 660 63 681 55
S 186 95 165 681 55 697 52
S 186 95 165 697 52 710 58
S 186 95 165 710 58 721 52
S 186 95 165 721 52 721 48
S 186 95 165 721 48 722 46
S 186 95 165 721 48 722 48
S 186 95 165 721 52 731 53
S 186 95 165 731 53 738 60
S 186 95 165 710 58 719 55
S 186 95 165 719 55 721 50
S 186 95 165 719 55 722 50
S 186 95 165 710 58 722 58
S 186 95 165 697 52 709 57
S 186 95 165 709 57 711 66
S 186 95 165 711 66 714 72
S 186 95 165 714 72 714 77
S 186 95 165 714 77 715 81
S 186 95 165 714 72 719 73
S 186 95 165 719 73 724 75
S 186 95 165 711 66 713 72
S 186 95 165 713 72 717 74
S 186 95 165 711 66 707 72
S 186 95 165 711 66 713 71
S 186 95 165 697 52 703 46
S 186 95 165 703 46 703 41
S 186 95 165 697 52 707 51
S 186 95 165 707 51 713 56
S 186 95 165 707 51 716 50
S 186 95 165 707 51 712 47
S 186 95 165 681 55 695 41
S 186 95 165 695 41 690 36
S 186 95 165 690 36 686 35
S 186 95 165 686 35 684 36
S 186 95 165 690 36 684 34
S 186 95 165 681 55 701 57
S 186 95 165 701 57 711 48
S 186 95 165 711 48 715 45
S 186 95 165 711 48 719 49
S 186 95 165 701 57 708 72
S 186 95 165 701 57 712 52
S 186 95 165 712 52 719 45
S 186 95 165 712 52 719 51
S 186 95 165 712 52 717 51
S 186 95 165 681 55 698 52
S 186 95 165 698 52 711 60
S 186 95 165 681 55 694 58
S 186 95 165 694 58 703 64
S 186 95 165 703 64 711 61
S 186 95 165 694 58 701 55
S 186 95 165 701 55 705 54
S 186 95 165 681 55 696 44
S 186 95 165 660 63 683 36
S 186 95 165 683 36 693 41
S 186 95 165 683 36 691 43
S 186 95 165 691 43 692 52
S 186 95 165 692 52 691 57
S 186 95 165 692 52 694 59
S 186 95 165 691 43 698 47
S 186 95 165 683 36 690 49
S 186 95 165 690 49 702 49
S 186 95 165 690 49 697 60
S 186 95 165 683 36 684 41
S 186 95 165 683 36 679 42
S 186 95 165 660 63 673 33
S 186 95 165 673 33 686 31
S 186 95 165 686 31 686 36
S 186 95 165 686 36 687 40
S 186 95 165 686 36 684 39
S 186 95 165 684 39 684 42
S 186 95 165 684 42 683 45
S 186 95 165 684 39 684 41
S 186 95 165 684 41 683 42
S 186 95 165 686 36 683 38
S 186 95 165 686 31 686 31
S 186 95 165 686 31 686 31
S 186 95 165 686 31 686 31
S 186 95 165 686 31 686 31
S 186 95 165 686 31 686 31
S 186 95 165 686 31 686 31
S 186 95 165 686 31 692 35
S 186 95 165 673 33 667 35
S 186 95 165 667 35 666 38
S 186 95 165 667 35 664 37
S 186 95 165 664 37 661 37
S 186 95 165 661 37 659 37
S 186 95 165 667 35 664 40
S 186 95 165 664 40 662 44
S 186 95 165 662 44 663 47
S 186 95 165 662 44 662 47
S 186 95 165 667 35 662 38
S 186 95 165 673 33 669 32
S 186 95 165 669 32 666 30
S 186 95 165 669 32 666 31
S 186 95 165 666 31 663 30
S 186 95 165 663 30 662 27
S 186 95 165 663 30 660 30
S 186 95 165 663 30 661 30
S 186 95 165 666 31 664 29
S 186 95 165 673 33 680 33
S 186 95 165 680 33 686 36
S 186 95 165 686 36 689 35
S 186 95 165 689 35 690 32
S 186 95 165 680 33 682 33
S 186 95 165 680 33 685 33
S 186 95 165 685 33 685 34
S 186 95 165 685 33 689 33
S 186 95 165 673 33 665 32
S 186 95 165 660 63 676 42
S 186 95 165 676 42 683 50
S 186 95 165 660 63 663 42
S 186 95 165 642 98 681 121
S 186 95 165 681 121 708 116
S 186 95 165 708 116 721 123
S 186 95 165 681 121 706 139
S 186 95 165 642 98 642 69
S 186 95 165 642 69 651 44
S 186 95 165 651 44 668 39
S 186 95 165 668 39 682 31
S 186 95 165 668 39 676 27
S 186 95 165 651 44 661 30
S 186 95 165 642 98 645 70
S 177 174 36 233 90 241 96
S 177 174 36 241 96 246 103
S 177 174 36 246 103 245 110
S 177 174 36 245 110 244 114
S 177 174 36 244 114 244 118
S 177 174 36 244 118 241 120
S 177 174 36 245 110 246 115
S 177 174 36 246 115 248 120
S 177 174 36 248 120 247 123
S 177 174 36 246 115 248 119
S 177 174 36 246 103 251 107
S 177 174 36 241 96 245 103
S 177 174 36 245 103 250 104
S 177 174 36 241 96 250 98
S 177 174 36 250 98 257 98
S 177 174 36 233 90 240 87
S 177 174 36 240 87 246 86
S 177 174 36 246 86 250 83
S 177 174 36 246 86 249 86
S 177 174 36 246 86 250 86
S 177 174 36 240 87 244 82
S 177 174 36 244 82 248 80
S 177 174 36 248 80 251 79
S 177 174 36 248 80 251 80
S 177 174 36 251 80 254 80
S 177 174 36 254 80 257 80
S 177 174 36 254 80 257 80
S 177 174 36 244 82 245 76
S 177 174 36 245 76 244 76
S 177 174 36 244 82 244 79
S 177 174 36 244 79 243 77
S 177 174 36 244 82 243 78
S 177 174 36 240 87 246 87
S 177 174 36 246 87 249 86
S 177 174 36 233 90 230 89
S 177 174 36 230 89 228 86
S 177 174 36 228 86 228 86
S 177 174 36 228 86 228 86
S 177 174 36 230 89 228 89
S 177 174 36 228 89 227 89
S 177 174 36 227 89 226 89
S 177 174 36 226 89 225 89
S 177 174 36 225 89 225 89
S 177 174 36 225 89 225 89
S 177 174 36 225 89 225 89
S 177 174 36 226 89 225 90
S 177 174 36 225 90 224 90
S 177 174 36 226 89 225 89
S 177 174 36 227 89 226 88
S 177 174 36 230 89 229 87
S 177 174 36 229 87 229 87
S 177 174 36 229 87 229 87
S 177 174 36 229 87 229 87
S 177 174 36 229 87 229 87
S 177 174 36 229 87 229 87
S 177 174 36 229 87 229 87
S 177 174 36 229 87 229 87
S 177 174 36 229 87 229 87
S 177 174 36 230 89 228 87
S 177 174 36 230 89 227 89
S 177 174 36 233 90 261 67
S 177 174 36 261 67 288 71
S 177 174 36 288 71 307 78
S 177 174 36 261 67 265 67
S 177 174 36 261 67 286 57
S 177 174 36 233 90 209 101
S 177 174 36 209 101 206 119
S 177 174 36 206 119 200 133
S 177 174 36 206 119 213 126
S 177 174 36 213 126 217 131
S 177 174 36 206 119 196 131
S 177 174 36 196 131 196 144
S 177 174 36 196 144 196 152
S 177 174 36 196 144 196 156
S 177 174 36 196 131 188 143
S 177 174 36 206 119 211 127
S 177 174 36 206 119 205 130
S 177 174 36 209 101 203 105
S 177 174 36 203 105 201 109
S 177 174 36 209 101 209 112
S 177 174 36 233 90 268 80
S 177 174 36 268 80 290 95
S 177 174 36 268 80 299 73
S 177 174 36 299 73 323 88
S 177 174 36 268 80 291 96
S 177 174 36 291 96 303 105
S 177 174 36 303 105 315 109
S 177 174 36 268 80 278 60
S 177 174 36 233 90 255 93
S 177 174 36 255 93 263 108
S 177 174 36 255 93 271 106
S 129 97 138 264 278 213 306
S 129 97 138 213 306 165 309
S 129 97 138 213 306 206 340
S 129 97 138 206 340 188 353
S 129 97 138 188 353 186 369
S 129 97 138 186 369 181 382
S 129 97 138 181 382 175 394
S 129 97 138 175 394 177 403
S 129 97 138 177 403 175 408
S 129 97 138 175 408 173 412
S 129 97 138 173 412 170 415
S 129 97 138 175 408 172 411
S 129 97 138 172 411 170 411
S 129 97 138 175 408 171 410
S 129 97 138 177 403 180 407
S 129 97 138 180 407 179 411
S 129 97 138 179 411 178 414
S 129 97 138 178 414 176 416
S 129 97 138 178 414 176 415
S 129 97 138 178 414 179 416
S 129 97 138 179 411 177 414
S 129 97 138 179 411 178 413
S 129 97 138 179 411 177 415
S 129 97 138 179 411 181 415
S 129 97 138 180 407 182 411
S 129 97 138 182 411 184 414
S 129 97 138 184 414 184 416
S 129 97 138 182 411 182 413
S 129 97 138 182 413 183 413
S 129 97 138 182 411 185 411
S 129 97 138 185 411 187 414
S 129 97 138 177 403 178 408
S 129 97 138 175 394 164 397
S 129 97 138 175 394 175 405
S 129 97 138 175 405 173 415
S 129 97 138 181 382 177 395
S 129 97 138 177 395 174 402
S 129 97 138 174 402 172 407
S 129 97 138 172 407 171 412
S 129 97 138 172 407 169 410
S 129 97 138 169 410 166 411
S 129 97 138 166 411 165 413
S 129 97 138 172 407 174 411
S 129 97 138 174 411 177 414
S 129 97 138 177 395 168 403
S 129 97 138 168 403 168 410
S 129 97 138 168 410 170 415
S 129 97 138 170 415 169 418
S 129 97 138 168 410 171 416
S 129 97 138 171 416 175 417
S 129 97 138 181 382 181 393
S 129 97 138 181 393 176 397
S 129 97 138 181 393 185 398
S 129 97 138 185 398 187 403
S 129 97 138 185 398 188 401
S 129 97 138 181 382 184 394
S 129 97 138 186 369 179 376
S 129 97 138 179 376 174 379
S 129 97 138 179 376 173 378
S 129 97 138 173 378 168 380
S 129 97 138 168 380 165 383
S 129 97 138 165 383 162 383
S 129 97 138 165 383 165 386
S 129 97 138 168 380 165 381
S 129 97 138 165 381 163 381
S 129 97 138 163 381 162 383
S 129 97 138 162 383 162 384
S 129 97 138 163 381 162 383
S 129 97 138 162 383 161 383
S 129 97 138 161 383 160 383
S 129 97 138 162 383 162 385
S 129 97 138 173 378 168 378
S 129 97 138 168 378 166 381
S 129 97 138 168 378 163 378
S 129 97 138 163 378 160 381
S 129 97 138 179 376 174 379
S 129 97 138 174 379 171 383
S 129 97 138 174 379 170 384
S 129 97 138 179 376 173 380
S 129 97 138 186 369 192 378
S 129 97 138 192 378 192 383
S 129 97 138 192 383 192 386
S 129 97 138 192 386 192 389
S 129 97 138 192 389 194 390
S 129 97 138 194 390 195 390
S 129 97 138 194 390 195 390
S 129 97 138 192 389 195 391
S 129 97 138 192 389 194 392
S 129 97 138 192 378 193 386
S 129 97 138 192 378 198 380
S 129 97 138 186 369 178 373
S 129 97 138 178 373 175 377
S 129 97 138 175 377 170 378
S 129 97 138 178 373 172 375
S 129 97 138 172 375 168 373
S 129 97 138 168 373 166 370
S 129 97 138 172 375 167 376
S 129 97 138 178 373 174 379
S 129 97 138 174 379 173 385
S 129 97 138 178 373 173 373
S 129 97 138 178 373 173 377
S 129 97 138 178 373 178 377
S 129 97 138 186 369 189 378
S 129 97 138 189 378 189 383
S 129 97 138 189 383 190 386
S 129 97 138 186 369 175 374
S 129 97 138 175 374 164 371
S 129 97 138 164 371 160 366
S 129 97 138 164 371 157 372
S 129 97 138 175 374 164 378
S 129 97 138 188 353 171 361
S 129 97 138 171 361 158 363
S 129 97 138 158 363 148 361
S 129 97 138 171 361 159 363
S 129 97 138 171 361 162 370
S 129 97 138 171 361 157 369
S 129 97 138 157 369 146 366
S 129 97 138 146 366 141 370
S 129 97 138 188 353 171 355
S 129 97 138 171 355 159 357
S 129 97 138 159 357 152 362
S 129 97 138 152 362 146 362
S 129 97 138 146 362 143 359
S 129 97 138 143 359 139 359
S 129 97 138 146 362 143 363
S 129 97 138 152 362 145 361
S 129 97 138 152 362 145 364
S 129 97 138 145 364 141 366
S 129 97 138 145 364 139 366
S 129 97 138 152 362 147 362
S 129 97 138 147 362 145 359
S 129 97 138 159 357 155 363
S 129 97 138 155 363 151 363
S 129 97 138 155 363 154 368
S 129 97 138 154 368 149 370
S 129 97 138 154 368 154 373
S 129 97 138 155 363 156 368
S 129 97 138 171 355 163 366
S 129 97 138 163 366 159 372
S 129 97 138 171 355 156 358
S 129 97 138 156 358 143 361
S 129 97 138 143 361 134 363
S 129 97 138 143 361 132 362
S 129 97 138 156 358 151 368
S 129 97 138 188 353 185 367
S 129 97 138 185 367 181 374
S 129 97 138 185 367 175 372
S 129 97 138 185 367 184 376
S 129 97 138 188 353 182 363
S 129 97 138 206 340 212 370
S 129 97 138 212 370 200 387
S 129 97 138 200 387 192 397
S 129 97 138 192 397 182 399
S 129 97 138 182 399 178 408
S 129 97 138 192 397 192 404
S 129 97 138 192 404 196 406
S 129 97 138 196 406 198 410
S 129 97 138 212 370 223 386
S 129 97 138 212 370 234 384
S 129 97 138 234 384 250 390
S 129 97 138 250 390 261 395
S 129 97 138 206 340 212 361
S 129 97 138 212 361 220 374
S 129 97 138 220 374 219 384
S 129 97 138 220 374 227 379
S 129 97 138 227 379 234 382
S 129 97 138 227 379 231 379
S 129 97 138 220 374 222 386
S 129 97 138 222 386 217 395
S 129 97 138 217 395 215 402
S 129 97 138 222 386 228 388
S 129 97 138 220 374 224 383
S 129 97 138 224 383 228 389
S 129 97 138 212 361 221 374
S 129 97 138 221 374 221 385
S 129 97 138 212 361 219 378
S 129 97 138 212 361 205 376
S 129 97 138 205 376 209 389
S 129 97 138 209 389 216 395
S 129 97 138 209 389 219 394
S 129 97 138 209 389 206 398
S 129 97 138 209 389 208 396
S 129 97 138 205 376 202 390
S 129 97 138 202 390 199 399
S 129 97 138 199 399 199 406
S 129 97 138 199 399 193 403
S 129 97 138 202 390 202 402
S 129 97 138 202 402 204 408
S 129 97 138 212 361 215 374
S 129 97 138 215 374 211 380
S 129 97 138 212 361 212 376
S 129 97 138 212 376 202 384
S 129 97 138 212 376 218 386
S 129 97 138 206 340 199 359
S 129 97 138 199 359 201 373
S 129 97 138 201 373 196 381
S 129 97 138 196 381 190 385
S 129 97 138 190 385 185 385
S 129 97 138 185 385 183 389
S 129 97 138 185 385 181 383
S 129 97 138 181 383 178 382
S 129 97 138 190 385 185 386
S 129 97 138 196 381 191 385
S 129 97 138 191 385 189 388
S 129 97 138 191 385 188 389
S 129 97 138 196 381 196 386
S 129 97 138 201 373 210 380
S 129 97 138 201 373 206 381
S 129 97 138 199 359 194 369
S 129 97 138 194 369 189 372
S 129 97 138 189 372 185 374
S 129 97 138 194 369 187 372
S 129 97 138 194 369 188 373
S 129 97 138 199 359 200 376
S 129 97 138 200 376 205 387
S 129 97 138 199 359 194 376
S 129 97 138 194 376 189 387
S 129 97 138 194 376 199 384
S 129 97 138 199 384 198 390
S 129 97 138 199 359 190 364
S 129 97 138 199 359 199 373
S 129 97 138 206 340 192 351
S 129 97 138 192 351 180 357
S 129 97 138 180 357 175 365
S 129 97 138 192 351 180 350
S 129 97 138 180 350 175 345
S 129 97 138 175 345 173 341
S 129 97 138 173 341 173 337
S 129 97 138 175 345 175 340
S 129 97 138 175 340 173 338
S 129 97 138 180 350 174 355
S 129 97 138 206 340 216 357
S 129 97 138 216 357 214 373
S 129 97 138 214 373 204 384
S 129 97 138 204 384 203 394
S 129 97 138 216 357 228 369
S 129 97 138 216 357 225 364
S 129 97 138 225 364 231 369
S 129 97 138 225 364 233 365
S 129 97 138 216 357 216 369
S 129 97 138 216 369 212 377
S 129 97 138 206 340 205 358
S 129 97 138 206 340 191 351
S 129 97 138 191 351 175 354
S 129 97 138 213 306 178 291
S 129 97 138 178 291 158 277
S 129 97 138 158 277 150 263
S 129 97 138 150 263 145 255
S 129 97 138 145 255 145 250
S 129 97 138 145 255 146 247
S 129 97 138 145 255 145 249
S 129 97 138 145 255 146 250
S 129 97 138 150 263 145 254
S 129 97 138 158 277 141 281
S 129 97 138 141 281 132 274
S 129 97 138 132 274 129 264
S 129 97 138 132 274 129 264
S 129 97 138 129 264 124 260
S 129 97 138 132 274 129 266
S 129 97 138 141 281 131 280
S 129 97 138 158 277 149 266
S 129 97 138 149 266 139 264
S 129 97 138 149 266 144 257
S 129 97 138 144 257 143 250
S 129 97 138 144 257 136 256
S 129 97 138 144 257 139 257
S 129 97 138 144 257 142 249
S 129 97 138 158 277 140 284
S 129 97 138 140 284 131 297
S 129 97 138 140 284 123 287
S 129 97 138 158 277 140 272
S 129 97 138 158 277 139 283
S 129 97 138 158 277 140 270
S 129 97 138 140 270 132 257
S 129 97 138 158 277 151 261
S 129 97 138 178 291 150 287
S 129 97 138 150 287 131 273
S 129 97 138 178 291 157 287
S 129 97 138 157 287 143 291
S 129 97 138 143 291 136 301
S 129 97 138 136 301 137 309
S 129 97 138 137 309 133 313
S 129 97 138 133 313 128 313
S 129 97 138 128 313 124 311
S 129 97 138 124 311 121 312
S 129 97 138 137 309 140 313
S 129 97 138 136 301 131 309
S 129 97 138 131 309 125 314
S 129 97 138 125 314 125 319
S 129 97 138 136 301 129 304
S 129 97 138 157 287 150 278
S 129 97 138 150 278 151 272
S 129 97 138 151 272 151 267
S 129 97 138 151 272 149 267
S 129 97 138 157 287 148 281
S 129 97 138 148 281 144 274
S 129 97 138 148 281 142 279
S 129 97 138 148 281 143 277
S 129 97 138 157 287 142 294
S 129 97 138 178 291 150 305
S 129 97 138 150 305 132 300
S 129 97 138 132 300 127 290
S 129 97 138 132 300 118 306
S 129 97 138 118 306 108 302
S 129 97 138 178 291 152 285
S 129 97 138 152 285 135 297
S 129 97 138 152 285 129 279
S 129 97 138 129 279 118 262
S 129 97 138 129 279 112 288
S 129 97 138 129 279 114 275
S 129 97 138 114 275 101 271
S 129 97 138 213 306 208 338
S 129 97 138 264 278 299 230
S 129 97 138 299 230 297 181
S 129 97 138 297 181 305 153
S 129 97 138 305 153 313 136
S 129 97 138 313 136 322 127
S 129 97 138 322 127 326 116
S 129 97 138 326 116 335 112
S 129 97 138 335 112 343 115
S 129 97 138 343 115 344 121
S 129 97 138 344 121 348 125
S 129 97 138 335 112 336 107
S 129 97 138 336 107 335 103
S 129 97 138 335 103 332 100
S 129 97 138 332 100 329 99
S 129 97 138 329 99 326 98
S 129 97 138 336 107 338 103
S 129 97 138 322 127 324 116
S 129 97 138 324 116 327 108
S 129 97 138 327 108 324 103
S 129 97 138 324 103 324 99
S 129 97 138 324 99 326 98
S 129 97 138 322 127 329 124
S 129 97 138 329 124 334 120
S 129 97 138 334 120 334 116
S 129 97 138 322 127 322 121
S 129 97 138 313 136 319 126
S 129 97 138 319 126 326 126
S 129 97 138 319 126 317 119
S 129 97 138 317 119 319 115
S 129 97 138 317 119 313 115
S 129 97 138 317 119 318 113
S 129 97 138 319 126 323 118
S 129 97 138 323 118 327 112
S 129 97 138 327 112 325 106
S 129 97 138 325 106 327 102
S 129 97 138 319 126 324 118
S 129 97 138 324 118 332 117
S 129 97 138 332 117 338 117
S 129 97 138 332 117 338 116
S 129 97 138 324 118 322 111
S 129 97 138 324 118 324 112
S 129 97 138 319 126 318 116
S 129 97 138 319 126 321 119
S 129 97 138 321 119 327 116
S 129 97 138 319 126 321 119
S 129 97 138 319 126 328 122
S 129 97 138 328 122 334 120
S 129 97 138 313 136 324 133
S 129 97 138 324 133 328 126
S 129 97 138 328 126 332 121
S 129 97 138 332 121 336 118
S 129 97 138 324 133 333 139
S 129 97 138 333 139 341 139
S 129 97 138 333 139 338 140
S 129 97 138 313 136 323 127
S 129 97 138 323 127 328 120
S 129 97 138 328 120 332 118
S 129 97 138 328 120 334 119
S 129 97 138 313 136 321 124
S 129 97 138 313 136 326 126
S 129 97 138 305 153 307 130
S 129 97 138 307 130 317 117
S 129 97 138 317 117 316 103
S 129 97 138 307 130 302 112
S 129 97 138 302 112 294 107
S 129 97 138 307 130 319 122
S 129 97 138 319 122 323 110
S 129 97 138 323 110 326 102
S 129 97 138 307 130 304 118
S 129 97 138 305 153 309 136
S 129 97 138 309 136 304 128
S 129 97 138 304 128 302 121
S 129 97 138 302 121 305 115
S 129 97 138 305 115 309 112
S 129 97 138 302 121 302 115
S 129 97 138 302 115 299 113
S 129 97 138 299 113 297 113
S 129 97 138 297 113 295 112
S 129 97 138 299 113 296 111
S 129 97 138 302 115 303 111
S 129 97 138 302 115 303 112
S 129 97 138 302 121 302 116
S 129 97 138 304 128 306 122
S 129 97 138 309 136 314 122
S 129 97 138 309 136 303 128
S 129 97 138 305 153 313 136
S 129 97 138 313 136 313 127
S 129 97 138 305 153 297 140
S 129 97 138 305 153 313 139
